date_raw,sender_name,text
ek ago,Arcie ***********,"Good evening sir, sana matulungan ninyo ako galing ako kanina ryan sa owwa,"
ek ago,Cordial ***********,Good day paano kumuha ng ecard nasa kSA po ako ngaun
ek ago,Rose ***********,"Gudevening po sa lhat,watching from HK"
ek ago,Marivic ***********,Watching FROM KUWAIT staysafe po mga sir..
ek ago,Nayabmo ***********,"Hi watching from riyadh
god blesss poh"
ek ago,Ryco ***********,Watching from Malaysia
ek ago,Maria ***********,Watching in pinas
ek ago,Lenie ***********,Hello PO mga sir ma'am watching from Doha qatar
ek ago,Laila ***********,Sir ask lng Po wl n dw slot sa scholarship sa bulacan
ek ago,Mc ***********,Approved napo ang dole akap ko mag 1 year na pero dipa narin nakukuha regìon 4a
ek ago,Lexus ***********,Watching from doha qatar
ek ago,Bernardo ***********,"Gd pm Sir/Maam,Please help to release my Rebate filled December Dec 2019 at Malolos WWA."
ek ago,Maryjean ***********,Hello po sa Inyo lahat I am watching from Bahrain
ek ago,Moonstar ***********,Gandang hapon po. Tanong kolng kong bat inactive pa ako sa membership sa OWWA. nagbayad na kasi ako last June 2021 pa check lbg po kong paano.. throug online akk nag bayad
ek ago,Liza ***********,Watching me from Saudi.
ek ago,Merly ***********,Good afternoon po sa lahat
ek ago,Akosi ***********,Hi po good afternoon po watching from Kuwait po.
ek ago,Mangapit ***********,Salamat po sa dole akap assistance nakatanggap na po ako
ek ago,Jozensigh ***********,Hello po sa lahat watching from Kuwait
ek ago,Jethron ***********,watching from Hongkong
ek ago,Adel ***********,Hello sr pede poba magtanong kong kami ofw nasa pinas bakasyon DH po my makokoha poba kmi sa owwa atsaka single solo parents po ako Sr watching from Zamboanga Del Norte
ek ago,Muncada ***********,Paano p po mg apply ser Arnel doon sa ofw asstance
ek ago,Rowena ***********,Watching from bahrain
ek ago,Elvie ***********,"Salamat po sa pag pansin
God blessed po sa inyong lahat"
ek ago,Mmae ***********,Hi good afternoon from qatar
ek ago,Vergel ***********,Watching from Taytay Palawan
ek ago,Jhenny ***********,DOLE AKAP ASSISTANCE pp sna po mabigyan nyo din kami ng pansin 1 yr n po at approved po ako aug.2021 pa po .pls po isang ofw po.
ek ago,Bedania ***********,Ofw here in Qatar Ang negosyo q po ay nagbebenta po ng isda at set up setting po ng aquarium sna po mai shout out po s page nyo slmat po mabuhay po kyo lhat po ng bumubuo ng inyong team
ek ago,Mk ***********,Sir saan po mag registered sa ofw circle oriental Mindoro po kami
ek ago,Wilma ***********,watching from hongkong
ek ago,Jesivel ***********,Watching from kuwait
ek ago,Anna ***********,Gud Pm! Puede po mag apply ng medical assistance kung anf member ay inactive na.
ek ago,Mancio ***********,Good afternoon po
ek ago,Leonita ***********,Sir /ma'am pwd papo ba makahingi Ng assistan para SA pag aaral Ng aking anak SA kolihiyo kolang po Kasi sahud ko nag oopa papo Kami Ng bahay
ek ago,Sor ***********,Good evning po to All Sir watching here po Abha Saudi
ek ago,Floretes ***********,"Hello ,Sir and ma'am, ask q lng po pano mka join anak q pasok ng college , para scholarship ng OFW tulong ng OWWA po .ano requirements po, salamat po"
ek ago,Gigz ***********,good evening po
ek ago,Elsa ***********,I'm waching from kuwait city
ek ago,Faith ***********,Sana po mabigyan tulong ang asawa ko na dating Ofw sa Riyadh Saudi Arabia at namatay po dahil ng trigger ng magbooster po...sana mabigyan man lang ng tulong ng inyong lingkod po...Salamat po.
ek ago,Shine ***********,Watching from duha qatar
ek ago,Lhen ***********,Gud evening po sir arnell.paano po hingi Ng medical assistance po
ek ago,Sor ***********,Sir tutuo po ba maka Avail ng Assistance para sa anak ko po na nag aaral nag college po galing sa Owwa po at paano po Ilocos Rigion po kami po Sir Dto ako Abha po Saudi
ek ago,Soriano ***********,Sir mam pls nman tulungan u ung kababayan dto sa afif. Hinatid sya sa pulis station ng kanyang amo dhil xpire ang passport nya kawawa nman po.
5 days ago,Juztin ***********,Sna monitor nio po aswako sa Bahrain sa hamad town po cia
ek ago,Lane ***********,Hi good evening pwde mgask
ek ago,Jelly ***********,Pumunta nmn po ako sa office OWWA para mg apply balik Pinas hanapbuhay livelihood program ang cvi dapat online de nmn natatangap online pwede pba ako maka avail 1year na ako kahihintay wala parin.
ek ago,Silvestra ***********,watching from Hong Kong good evening po.
ek ago,DonnaMay ***********,"Sir arnel dati po ako ofw s bansang Jordan Di ko natapos contract.ng pass ko Ng requirement D2 s owwa po Ng nueva,viscaya.noong 2020 jan.po ako dumating.wl akong natangap tulong mula owwa."
ek ago,K ***********,"Sir GOOD DAY POH, ASK KO LNG IF SA MGA TAPOS ANG KONTRATA AT AYAW NA BUMALIK NG ABROAD MY MAKUKUHA POH BANG FINANCIAL OR LIVELIHOOD SA OWWA???? PANOTICE POH SIR"
ek ago,May ***********,Hello good pm po sana nman po matunlongan nio ang pamilya nmin jan sa cagayan valley n nsalanta ng bagyo thanks po
ek ago,Sor ***********,Sir pwdi po ba makakuha ng Assistant sa pag aaral ng mga anak ko galing Owwa paano po mga Sir maraming slamat po Saudi po Sir
ek ago,Annejo ***********,sir as k lng poh kc ung s WAP CALAMITY
ek ago,Jermay ***********,Hello Po sir ask k lng Po about Po sa Dole Akap p nag aply Po Ako last March 2021 Po until now Wala Po Ako natanggap Sabi Po nla sa Owwa Po ng Abra naubusan dw Po ng pondo...
ek ago,Ako ***********,"I'm watching from
hello... EveryOne , specially SirArnel"
ek ago,Fatima ***********,kailan po sir malaman ang result ng scholarship ng regi9n 6 bacolod
ek ago,Issej ***********,"Hello
.. Good day po sainyo."
ek ago,Rose ***********,Hello sir ma'am watching from dubai
ek ago,Zshyya ***********,sir arnel and staff of owwa ask lang po if ofw ba nd n makakakuha ng asisstance para samga anak nmng studyante . .? walapa din daw ksi pondo sa lugar nmn mindanao po
ek ago,Inday ***********,Cash assistance po ng mga ofw. Paano pi kami mag apply
ek ago,Hayatty ***********,Watching from riyahd ksa
ek ago,Lg ***********,pwd po b mg renew ng owwa membership kpag for good na??
ek ago,Elvie ***********,Good afternoon po watching here Kuwait po patulong nmn po gusto ko ng umuwi maawa po kau
6 days ago,Evelyn ***********,Sir tanong ko lng po pwde po ba makakuha NG tapos na contrata sir. Ma'am form ma'am sir dito po ako sa Palawan
ek ago,Fhem ***********,Sir ask ko lng PO pwd pa po humabol Ang anak ko sa scholarship Sabi Kasi cut off n daw sa Pasay...watching from dammam..thank you po...
ek ago,Kim ***********,"Good evening po! Tanong ko po regarding owwa ecard,yun po ba ay kada renew ng oec panibagong kuha ng ecard?! At bakit po sa owwa app inactive po ako gayon nag renew po ang agency ko. Salamat po..."
ek ago,Julie ***********,Pa ano po mag avail Ng ofw cash assistance Wala ipon from leyte
ek ago,Syrose ***********,hello po owwa nag apply ko aq sa education scholarship program..hanngang now wala pa nasagot sa email ko..sana po makapasok a a anak ko
ek ago,Marites ***********,Watching from Quatar kmsta po kayong lahat mga Sir/Madam good afternoon
ek ago,Dhen ***********,Watching from Riyadh KSA
ek ago,Alexan ***********,Shout out po watching from Hong Kong
ek ago,Radzma ***********,Watching from qatar po
ek ago,Xiao ***********,Hi.. po gandang Gabe MGA ma'am/sir watching from Istanbul Turkey
ek ago,Dajay ***********,Hello po ma'am panu po malaman kon active po ako sa memberships nang owa...dto po ako saudi Riyahd
ek ago,Delapeña ***********,Sir ànu po reguirments po
ek ago,Joanna ***********,Paano po mg renew Ng owwa true online po ns Dubai po aqu wla po aqu off kya gusto qu po mgrenew owwa true online
ek ago,Jermay ***********,Watching Po from kuwait
ek ago,Marsmalow ***********,Hello sir and mam watching fro uae
ek ago,Staychy ***********,Panu po mg avail sir
ek ago,Zosette ***********,Good evening sir sana matulongan nyo Ang aking kaibigan nandito cya sa Kuwait Hindi na nya matiis Ang ugali Ng amo nya sana matulongan nyo cya
ek ago,Joshjhon ***********,pnu po mllmn kung naaproved ung dting finilupan n special assistance po kc dun po aq pinagfilup at hindi sa dole akap. Oct 2021 p po un.
ek ago,Dajay ***********,Ofw po ako ma'am sir sa Riyahd Saudi taga Iloilo po ako
ek ago,Sian ***********,Doon ako nerecommend owwa calamba hnd naman matawagan
ek ago,Maricel ***********,Watching from UAE.....SIR PWEDE PO BANG GAMITIN YUNG PH# ng husband ko sa ONEHEALTH PASS eh beneficiary nia ako....thank you po
ek ago,Roxane ***********,Good evening sir panu po makuha ng cash assistance pnu po mag aply
ek ago,Nanette ***********,Sir/ mam magandang araw po pwde po ako humingi nang tulong ofw dito po ako sa saudi my tomobo po bukol sa dela ko sa sunod na taon pa po ako end contract
ek ago,Clarissa ***********,Sana po ako din matulungan nyo mga ser
ek ago,Gina ***********,"God blessed po
sana tuloy tuloy po ang tulong nyo sa ofw need ng help po"
ek ago,Nemalyn ***********,Watching from Taiwan
ek ago,Kerk ***********,Taga cebu po ako sir mam pero isang ofw dito sa saudi po
ek ago,Lou ***********,Hello poh owwa sna ok kau lahat bilang front liner...ako poh ay ng apply ng reparation nung umuwi akp by August for pandemic reason...kaso wala poj response if my mkkuha n assistance man lng poh..
ek ago,Catherine ***********,Pa help poh sir maam
ek ago,Rhaian ***********,Hello Po ma'am and sirs
ek ago,Angelvic ***********,Good evening po sir ma'am my update npo bah cash assistance sa mga ofw po region 12 po salamat
ek ago,Hajara ***********,Hello ma'am sir good morning
ek ago,Cor's ***********,20yrs po na po akong active sa owwa.ano po makahingi ng tulong sainyo pampagawa ng bahay?
ek ago,Elvie ***********,"Please po paki pansin naman po kmi sana po matulungan niyo po kmi
makuntak ung kapatid namin nasa Riyadh mag 1month na po kasi wala kami contact"
ek ago,Yen ***********,hello po ma'am and sir baka nmn po pwedi maka avail ng cash assistance kylngan q lng po para sa nanay q pls po...
ek ago,아니현금 ***********,"Meron po bang makukuha na cash assistance pag narepat ka po ung uuwi ka po na distressed ofw , from kuwait po"
ek ago,Ronalyn ***********,Good afternoon po watching from Bahrain
ek ago,Gerome ***********,Sir patulong po napaka walang kwenta yong agency ko sa pinas
ek ago,Mirasol ***********,Sir arnel sana po mapansin nyo ang Dole akap assistance R8.
ek ago,Lenyeh ***********,Paanu po maka avail Ng scholar ship po para SA anak ko n college
ek ago,Darbz ***********,Good day po watching dubai. Tanong ko lng po kng still my quarantine pa rin ba kng mkauwi ng pinas
ek ago,Taga ***********,Good evening watching from hk
ek ago,Issey ***********,"Good afternoon watching from oman, mga sir ask lng po nag apply aq ng covid assistant last 2020 until now wla nman nabigay porket po ba di active ganun ba un?, thank u po sa sasagot"
ek ago,Jella ***********,Pa ano maka Avil ang ang ko nag pag pa aral sigle mom po ako 2nd yr college ang ang ko kaso sobra nag bigat na mapatapos ko siya sana maka tolong kayo sa akin thank u
ek ago,Wheng ***********,hello mga sir maam.Watching from Doha Qatar
ek ago,Angelica ***********,Good afternoon sir im watching from Macau
ek ago,Mafel ***********,watching from Kuwait sirarnel Pumunta ang anak ko SA owwa iloilo SA Robinson d sya tinanggap sir arnel 13 person Lang kukunin kda municipal paano po maka kuha ang anak ko Ng scholarship Ng owwa
4 days ago,Catherine ***********,"Sir lagyan Ng OWWA office Dito sa Islas Gran Canarias, Spain at malayo ho kami dito sa main Embassy at OWWA Ng Spain baka Naman puede kayong mag annex Ng Branch office."
ek ago,Ana ***********,Good evening from Taiwan
ek ago,Jovy ***********,Watching from oman mga sir/madam
ek ago,Nin ***********,Sana po yong pabalik balik na sa amo may matatanggap po galing owwa.. Katulad ko since 2016 ako sa amo ko.. Salamt po God bless
ek ago,Jean ***********,Hi po Sir ma'am good evening..tanong lng po.. isa akung ofw dito sa Kuwait pangalawang beses napo akung mkabalik..ang concern ku lang my Studyanti po ako pano mka avail ng scholarship...?salmat
ek ago,Eh ***********,"Watching from abu Dhabi,pa shout out namn po"
ek ago,Ever ***********,Watching from Bahrain
ek ago,Mildred ***********,Watching from Singapore
ek ago,Evelyn ***********,good afternoon po watching from kuwait ask lang po kung pwede ba makapasok sa scholarship ang pamangkin na pina aral po thanks sa sagot po.
4 days ago,Marichu ***********,Mga sir madam ano po pwede mae2long ung fren namin pauwi na yata bangkay nya Dyan po
ek ago,Lhian ***********,Hello po sir watching from unayza alqssim
ek ago,Grande ***********,"Tanong lang po, nag apply po nang livelihood assistance sa owwa koronadal south cotabato ,ilang months po ba matanggap po,,? Kasi Sabi skin nong pinasa mga requirements ang Sabi hintayin lng po twag"
ek ago,Hope ***********,Hello po sir pano po ako Maka avail sa program sa owwa Hindi po ako member sa owwa kauwi kolng nong July 18 d kasi binayaran qng owwa k pa help po sir
ek ago,Richard ***********,good eve po sir watching from iwate japan
ek ago,Maria ***********,Sana po matulungan niyo nko n mkauwi
ek ago,Honey ***********,Sir good evening po Pano makakuha Ng gratuity po 6 years Napo ako sakanila SA Qatar po AKO ngayun sir sofronia tagao Molina po name KO sir
ek ago,Majo ***********,Sana maaprobahan ang anti kafala lalo na dto sa kuwait mahirap kmi mkawala dahil under kmi ng kafala...
ek ago,ماریف ***********,Watching from Riyadh sir
ek ago,Marilou ***********,Good afternoon from Singapore
ek ago,Grandy ***********,15 yes po ang asawa ofw wala po sy nakukuha ss owwa pede po b cy mag rebate
ek ago,Maricar ***********,I complete all the requirements
ek ago,Amy ***********,"Mga Sir and Mam,gud non po.ask qpo sna 19 yers n po aqo at isa lng anak at 26 yers old n po sya pede po bng ipasok s scholarship ung mga pamangkin q s mga sis and brod q po? 57 yers old n po aqo"
ek ago,Rosemin ***********,Watching from Kuwait
ek ago,Crisanta ***********,Hello pp
ek ago,Minda ***********,Watching frm.riyadh
ek ago,Mila ***********,Gud evning po watching from malaysia
ek ago,Dacloon ***********,Ako sir tuwing ko nagbabayad po ngayon po apat n taon Hindi ako nka Hindi bayad Ng owwa dito po sa Bahrain
ek ago,Werlen ***********,Watching from hongkong sir
ek ago,Arya ***********,Watching from Saudi Riyadh
ek ago,Nora ***********,"Sir maam, pano naman kaming mga nka uwe na dito dito sa pinas at wala nang hanap buhay,p pano mka hingi ng cash assestance?"
ek ago,Len ***********,watching from hongkong
ek ago,La ***********,"Good day po,, pede po ba makakakuha ng eductional assistant ang anak ko kahit 5th yr na sya?? ( vetmed 6 yrs) OFW ang father."
ek ago,Mary ***********,Watching from Riyadh Saudi
ek ago,Bernadine ***********,Watching from Saudi Qatif
ek ago,Beth ***********,Sir Sana po ma released n ung 2nd batch ng dole AKAP assistance dito region 4A..
ek ago,Maribel ***********,is watching her in Thessaloniki Greece
ek ago,Evans ***********,Ask po ako pwede ko pa bang mahingi sa previous employer ko sa aking end services benefits kaso ngtrasfer na ako ng amo at nandito parin sa riyadh ako
ek ago,Ethelyn ***********,Good day po sir! paano po mag avail ng scholar or assistance cash para sa high school at college active po ang owwa ko salamat po
ek ago,Eric ***********,Ung akap po nmin gang aproba lang wla pa daw po pondo totoo po b un.ag 8 months n po gang now wla prin
ek ago,Yam ***********,Na terminate po sa trabaho nasa agency po wla po ticket pambili pauwi
ek ago,CM ***********,Watching from Jeddah KSA
ek ago,Juliet ***********,MILAGROS MALIBIRAN IBERA
ek ago,Irene ***********,"Sir, paNo kung nag sign k ng contract ng nov.pero dumating po ako s amo gling bakasyon ng feb.ano po msusunod dun na buwan m pwde ako mauwi.ayw po kse ako pauwiin Neto ng nov.feb pdw po"
ek ago,Melbourne ***********,Sir Arnel Ignacio makaka avail pa ba ako sa owwa kahit one year na ako nasa pinas?almost 3 decade po akong active sa owwa contribution.
ek ago,Aziza ***********,Watching from Pakistan
ek ago,Anna ***********,Hello po gandang po sa inyong lahat frm kuwait
ek ago,Guan ***********,"Hello po sa inyong lahat,,Ask lang po sana ako kung totoo na mat nakukuha ang ofw if ayaw ng mag abroad,,"
ek ago,Pusong ***********,Good after noon sir /ma'am ..ask kolng Po bakit po ako hindi active sa owwa sobra na Po akong Isang taon Dito sa Saudi Arabia ..watching from Saudi Arabia salamat Po Ang gobless
ek ago,Tesha ***********,"Ser gusto KO po mllman Kung active kmi s owwa Sana po npnsin
from Riyadh KSA po ako"
ek ago,Liza ***********,Watching from QATAR
ek ago,Umayam ***********,tanong q lng po sir Arnell balita po nmin may makukuha daw po ang pamilya nmin s owwa totoo po b yon watching po from hongkong
ek ago,Inday ***********,Good pm po..from kuwait..ask lang po about sa ofw assistance. May 20k daw.
ek ago,Sefa ***********,Watching from jeddah
ek ago,Khenyhankhim ***********,hello po mga mam and sir nag apply po ng scholarship ang anak ko wala na daw pong slot kailan po kaya magkakaroon ulit
ek ago,Casia ***********,sir maam please update po yong owwa assistance ng bagyong odette po hanggang ngayon wala pa po hanggang lista lang po ba? nag hintay lang mga family namin sa lapulapu cebu po
ek ago,Anabelle ***********,Watching from.riyahd
ek ago,Rosedhel ***********,Sana sir arnel matulongan m po anak q makuha ng scholarship ofw po aqo dto sa uae 10yrs n aqo sa amo q
ek ago,Brenda ***********,Watching from Malaysia po
ek ago,Jlhaiz ***********,Ma'am/sir tanung lang po kung pd pb Ako magfile ulit claims. 2015 p
ek ago,Cherry ***********,May ibang option ba para sa OWWA mobile apps para na verify
ek ago,Jelyn ***********,Watching from Qatar
ek ago,Julz ***********,Sir mag 4years na po ako sa amo ko dito sa Royadh yong second 2yrs ko na contrata hinde po nila narenew pwede bah avail sa Owwa na hinde narenew ang contrata ko thank you and god bless
ek ago,Mylene ***********,Watching from zambales sir NASA vacation po ako 5months na galingvako Ng qatar
ek ago,Jumzkie ***********,Hello po wacthing from saudi
ek ago,Genz ***********,Hi po mga sir dito po ako sa uea patulong lang po sana ako paano ako makakauwi emergency po mother ko my cancer po stage 4 pinapauwi po ako ng tatay
ek ago,Occena ***********,Completo na po Ang mga requirements Namin sa owwa scholarship sana mag bigay na kau Ng list
ek ago,Muncada ***********,Ako ser Hindi Po ako nktangap nyan sa dole ako po
ek ago,Sitti ***********,good day po watching qatar bakit po nakasulat sa contrata na may dayoff pro hindi nman binibigyan ng employer po
ek ago,Maricris ***********,Paanu po b magapply ng cash assistsnce
ek ago,Ernesto ***********,hello po un pinsan ko krrting lang binugbog ng amo
ek ago,Analyn ***********,Good afternoon po watching dubai tanong ko lng po paano po mag register sa owwa assistance po para sa pag aaral Ng mga bata
ek ago,Mila ***********,8 yrs na po ako Dito sa malaysia uuwe na po ako NG pinas next yrs Hindi na po ako bblik...may makuha po ba ako sa ating government watching fr malaysia
ek ago,Del ***********,"Thank you po keepsafe po
godbless po sa inyong lahat po"
ek ago,Danilo ***********,Gandang gabi po pano po mallaman kung me
ek ago,OnieCelyn ***********,Dapat lahat ng magfofor good na OFW mabibigyan nyo din sana ng panimula yung medyo tamang tama lang po sana mga sir dahil kawawa naman po sila...
ek ago,Trixie ***********,Ako dnn po sir arnel ignacio renewal p.po akin owwa
ek ago,Thelma ***********,"Wow congrats
sana anak ko maging scholar din ng owwa"
ek ago,Moonstar ***********,Gandang hapon po pa check lng po kong bat inactive pa yong membership ng OWWA ko nagbayad na ako last june 2021 check lng po nem ko janice O. Tumilap. Through o line po ako nagbayad
ek ago,Cruz ***********,Watching from qatar
ek ago,Noemi ***********,Hello po watching from UK
ek ago,Escopete ***********,Good evening sa lahat watching from Brunei
ek ago,Mito ***********,Ang problema po kasi sa ibang mga agency jan sa pinas na nagpapadala ng tao sa middle east ay di nila nachecheck ung back ground ng amo na pagpapadalan ng mga kapwa naming OFW.
ek ago,May ***********,Sir panu po mapasko ang ank ko sa scholar at anu po lht nang reqwarment po ofw po ako nang uae
ek ago,Sache ***********,"Hi sir good morning, watching from tabuk Saudi Arabia hindi kc in active ang owwa sa region 9 tinatawagan hindi rin sumasagot at message sa fb hindi din reply"
ek ago,Rex ***********,Watching from al khobar ksa
ek ago,Dhem ***********,Hello po sir pwd po bang mag avail ang pamangkin kong pinapaaral ko ng scholarship sir.. ako po walang anak sir.. sana maka avail ng owwa ang pamangkin ko sa scholarship sir
ek ago,Jhina ***********,"Hello po...hihingi po sna ako ng tulong para maiuwi na po ng pinas ung abo ng tito ko sa pinas...nsa abu dhabi,uae po ako ngaun"
ek ago,Novalyn ***********,Hello Pahingi sana Tulong ibili lng po anak ng aaral Tablets para online class po sir Ofw po qko
ek ago,Rosalie ***********,Watching from abudhabi
ek ago,Dhomar ***********,gudpm po
ek ago,Janet ***********,Watching from kuwait
ek ago,Elvie ***********,Sir Arnel nakausap na po ng kuya ko ung owwa nag aantay lang po kami ng update niyo jodel Quebec po ung name ng nag send ng complain
ek ago,Janette ***********,Ask lang po about sa Scholarship Program.... Sana po matugunan. Paano ko po maipasok sa scholarship program ang mga anak ko. Isa po akong OFW..
ek ago,Gingskie ***********,Sana poh tuparin ng mga amo kung anong nkalagay sa kontrata poh at sana ibigay ebigay din ang bunos Kung meron man ...lalo na poh ang sahud laging delay poh 20days ang delay
ek ago,Mails ***********,Pwede po ba mag avail ang ofw ng educational assistance ang anak ng isa ofw anu po requirements
6 days ago,Aida ***********,Kilan po dapat mag apply nang scholarship para sa anak nang ofw??watching from KSA
ek ago,Ummih ***********,Sir arnel pls po tulungn po cya fully name nia Nurhida muhammad A pls po nasa taif po cya ngayong
ek ago,Garcia ***********,Watching from kuwait
ek ago,Elida ***********,Watching from kuwait
ek ago,Salud ***********,Good afternoon po mga sir mag 4 years npo ako sa amo ko may mkukuha po ba ako pano po kung di ibigay kc tpos sibhin nila na wla silang alam sa mga ganun salamat po
ek ago,Aries ***********,Sir Arnel bakit po Ang tagal ng skedule ng OWWA.pls pasagot po salamat.
ek ago,Lovely ***********,Watching from riyadh
ek ago,Ho ***********,Sir Anu ba Ang mga dapat makuha Ng mga ofw pag umuwi n sila for good na at saan po dapat mag aplay non salamat po
ek ago,Rhaian ***********,Watching Po dto sa ABRA
ek ago,Celai ***********,Good evening po Sir Arnell ignacio at sa mga kasamahan nio po
ek ago,Louiza ***********,"Hello po ,wanna ask Po kung kaylan nmin malalaman kung kaylan e post yong Qualifiers Ng Owwa schoolarship region 6.Last year pa Po nakasubmit at waiting kung sino sino Ang naqualify .salamat Po!"
ek ago,Amelita ***********,Sir sana may makuha kami benefits pag mag 4 good
ek ago,Bhaby ***********,Watching from hongkong Po
ek ago,Ailyn ***********,Hello po sir god evening po yong saakin po my apdate na po ba foll name ko po Luna Montilla Saguitan
ek ago,Jeoveline ***********,Watching from uae
5 days ago,Janeht ***********,Sir good evening po sa inyong lahat dito po sa region 7 south bakit po hindi lahat ng ofw na mrs or mr.ang nakatanggap ng ayuda sa bagyong odette??
ek ago,Maricel ***********,Hi po watching from kuwait
ek ago,Jun ***********,Watching from Bahrain
ek ago,Yamyduj ***********,Watching from saudi
ek ago,Zhaira ***********,sir bkit po SA NCR 3months Lang nakuha na aganila..pabalik nlangdoleakap po Akod Yong assistance Ng abroad dipa narelease sakin
ek ago,Elizabeth ***********,Pwede po ba umuwe n hindi tapos contract sir Kasi po Wala po kami ng baget pagkain kasambahay po aq salamat po..
ek ago,Titin ***********,Ang hina ng audioo NYU katakip p bunganga NYU sir
ek ago,Kirk ***********,Pasuyo po Naman Yong mga sasakyan nyo na service sa Harrison st. Lagi ho naka balandra sa gilid Ng kalsada at lagi po traffic. Sana magawan nyo paraan
ek ago,Hazel ***********,Watching from dubai
ek ago,Baisan ***********,Watching from jordan godbless to all ma'am and sir
ek ago,Liza ***********,Good evening po..Sir ask ko lng kung bkit po nagttgal ang mga job order kpg pinasok s poea..Bka nman po pwede pki check then kpg tumatwag s landbase no.ng poea wala sumasgot..
ek ago,Ben ***********,Watching from Cayman Islands... mabuhay po kayong lahat!
ek ago,Happy ***********,"wala nga din ako natangap na,assistance sa pinas taga montalban ako kawawa"
ek ago,Ramos ***********,Good afternoon po sa inyong lahat... Im watching from kuwait...
ek ago,Nancy ***********,Magandang hapon po sa lahat baka nmn po pwedeng mk hanol ang ank ko s college scholarship program ng OFW
ek ago,EJ ***********,Watching from kuwait
ek ago,Umm ***********,hello po mga sir/maam watching from Qatar
ek ago,Ummih ***********,Sir arnel tulungan nmn po ninyo ss kpc cnurhida andyansa taif saudi arabia sinasaktan po cya ng last amo nia pls
ek ago,Singkit ***********,Ng dahil sa live na to agarang kumikilos Yung papeles ng pinsan ko dyan sa Saudi SHOUT OUT SA ONE REPART GLOBE SIR MELVEN FERRER AND SIR JOE BASILIO
ek ago,Mongay ***********,Emergency line po Yan ng red cressent Jan po nag work amo Kong lalaki
ek ago,Maj ***********,Papanu po mk avail Ng destress ofw from Jeddah
ek ago,Afirahs ***********,Watching from kuwait
ek ago,Mari ***********,"Good afternoon sir pwde po bang HND ko na tapusin ang kontrata ko
ako po bumibili ng pagkain at internet ko andami pong bata tapos pinapahiram pa po ako sa nanay nay ofw po ako from Saudi riyadh"
ek ago,Heartstone ***********,ask lng po bat ang hirap makakuha awwa asistan dto sa hk dming hinahanap n kailanga
ek ago,Robelyn ***********,Watching from kuwait
ek ago,Josevelcanono ***********,Paanu Po kukuha Ng educational assistant kapag matagal pa ung I'd sa school ibigay ung anak q October pa d ba pwedi na study load ung dalhin nya salamat
ek ago,Stephy ***********,thank you very much po at nabigyan ng pansin ang message ko po.
ek ago,Vinalyn ***********,Good afternoon po sa lahat staff ng OWWA watching from Dammam KSA from Davao del Sur Mindanao.
ek ago,Marilen ***********,Sana po ipatupad ang end of contrack kaai sayang din khit matspos ang contrats my maiuwi manlang kmi kahit paanu
ek ago,Elvie ***********,"Nag message po kmi sa inyo sir Arnel about sa kapatid namin po nasa Riyadh mag one month na po wala kami contact
sana mapansin po"
ek ago,IRisha ***********,Hello po pano po ba mag payment Ng owwa membership po kahit yong family ko nalang ang mag pay po diyan sa pilipinas
ek ago,Cynthia ***********,hi po sir kumusta po waching from jeddah taif salamat po...
ek ago,Yen ***********,Watching from Italy
ek ago,Theresa ***********,Sir arnel 2 dikada n akong member s owwa ano b pwd nu maitulong s akin pag ako nag for good. Kc kahit minsan la p ako nakuha s owwa. Kahit nong n lockdown ako jn s pinas ng 10monts year 2020.
ek ago,Pilgrims ***********,Hello sir.. Good eve.. Pano poh ba mag apply s livelihood program poj ninyo. Ano poh requirements. Salamat poh.
ek ago,B ***********,Good afternoon.watching fr. Jeddah
ek ago,Emelie ***********,helo po. watching from Hong Kong
ek ago,Annaliza ***********,"Hi po,watching here from kuwait..."
ek ago,Aquiliz ***********,..tnong lng po about don s release po..mg 1yr n pobkc un
ek ago,Estrella ***********,Sir ako nex mont pauwi 16 years abroad dto riyad ofw
ek ago,Ping ***********,Watching from Polo Riyadh
ek ago,Grande ***********,"Sir ,ilang months po ba ma released yong owwa livelihood ,kasi nag apply na po Ako"
ek ago,Catherine ***********,Watching from KSA poh
ek ago,Jonalyn ***********,Sana po bigyan nyo po lahat ng pansin mga asawa namin sa ubail nahanganga ngayon dipa na puntahan ng polo saudi sa campo nila sa jubail ketthani comapny
ek ago,Aqoh ***********,"good evening poh ,paano mag apply ng scholar para sa pamankin ko"
ek ago,Jane ***********,Hi po Watching here in KSA
ek ago,Joey ***********,Watching from Louisiana lafayette u.s.a...mabuhay ang owwa
ek ago,Akosi ***********,Hi po sir active owwa po ako paano mka kuha sa calamity assistance sa Bagyong Odette sa Cebu po. Salamat po sa sagot Godbless.
ek ago,Renienalyn ***********,Hello po sir Arnel watching from hk ..
ek ago,Analyn ***********,Hilo po ako po 2 year nnpo ako dto s pinas ISA po ako ofw s Singapore po Sana po matolongan nyo ako sir ma'am gosto po mgsariasri nlang po KC sengle ma'am po ako dto po ako s laspinas po
ek ago,Juliet ***********,Sir good day po. Ano po pwedeng gawin ko. Pinayagan na po ako makauwi ng amo ko. Kaya lang wala po slang balak na tulungan ako para maprocess docs ko.
ek ago,Elvie ***********,Good afternoon po dto sa bahrain
ek ago,Valerio ***********,Sir 10 year po x abroad asawa may makakakuha po ba owwa
ek ago,Coline ***********,Shout out po watching from hk
ek ago,Shanel ***********,How to process po the OFW ID
